mfcc_0_mean,mfcc_0_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,chroma_0_mean,chroma_0_var,chroma_1_mean,chroma_1_var,chroma_2_mean,chroma_2_var,chroma_3_mean,chroma_3_var,chroma_4_mean,chroma_4_var,chroma_5_mean,chroma_5_var,chroma_6_mean,chroma_6_var,chroma_7_mean,chroma_7_var,chroma_8_mean,chroma_8_var,chroma_9_mean,chroma_9_var,chroma_10_mean,chroma_10_var,chroma_11_mean,chroma_11_var,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,tempo,genre
-173.71587,8138.2407,137.14024,1082.1229,-23.767647,1027.1763,26.99174,495.60068,-16.687662,289.83563,4.214374,159.72736,-12.582618,150.5036,5.8545594,82.49844,-2.8846726,108.591225,-1.186681,65.604515,-1.9771539,55.4809,1.8001548,57.964077,-3.0044115,93.71366,0.46167365,0.14198038,0.17095318,0.0368843,0.19264798,0.037489757,0.37859696,0.13119482,0.35386527,0.07589803,0.45910814,0.17420217,0.2763882,0.06407593,0.32404935,0.094702706,0.1876989,0.050067022,0.20247589,0.053880755,0.32372454,0.093833014,0.31639963,0.06972923,1410.6753570562125,1512.9717892723404,2767.5082652561437,0.06298072271671827,161.4990234375,blues
-287.92355,5935.973,123.97102,993.7331,5.4561224,302.1008,33.684544,344.13184,1.0892011,441.54025,14.704721,235.5728,-4.898606,149.25542,8.6532755,189.14641,0.7827978,148.787,6.5667357,114.196266,-4.87944,93.83295,-3.1806588,84.24376,-5.557003,65.37901,0.2483915,0.07422722,0.23022659,0.044888128,0.30491775,0.061091203,0.41385746,0.07647624,0.658542,0.1406813,0.5414394,0.123162225,0.35246077,0.06451305,0.34857565,0.09256082,0.34565005,0.09041678,0.34801093,0.10163502,0.27664185,0.076351464,0.32097086,0.11219192,1353.3291189300635,1757.3310044069246,2882.31590436339,0.04395891785990712,161.4990234375,blues
-207.20874,4578.1455,132.79709,665.3489,-15.460706,935.92395,60.99486,330.60004,0.71024126,314.05118,12.461279,101.190994,1.1609277,108.01185,-1.5278946,111.69128,-17.901815,96.419975,8.369234,94.78234,-2.4538186,139.7199,-0.5966887,92.63353,0.36881652,86.18086,0.3036762,0.051866207,0.16028026,0.04631487,0.21962774,0.093117245,0.20349415,0.067750886,0.19680668,0.080807276,0.26644194,0.091696575,0.30161816,0.10708027,0.15768711,0.039057918,0.1824606,0.057356868,0.21346904,0.066718675,0.3755524,0.059820935,0.65087664,0.15914531,1361.1004062354928,1567.6007717770153,2739.791766187355,0.06912392064144737,92.28515625,blues
-209.7822,1969.8452,124.46592,542.4456,10.285805,661.9417,47.030174,148.28586,6.4823856,101.97602,15.417021,146.30325,-2.010078,69.4292,6.735786,76.001945,-21.54862,96.43982,10.728498,95.85312,-5.532432,90.72551,-2.202038,59.21689,-3.051727,52.38352,0.12737738,0.030019337,0.14210582,0.0549867,0.1711676,0.059334308,0.14698231,0.05204038,0.18988648,0.063601375,0.23153718,0.067495845,0.15596735,0.03313835,0.2164879,0.060060624,0.34531885,0.11928231,0.38492703,0.057918154,0.69153094,0.14361782,0.3734268,0.060251277,1324.3317542217217,1827.3844642890322,2710.3669441152283,0.051417300575657895,107.666015625,blues
-305.69858,8198.813,113.04164,681.4011,12.114901,1463.6696,45.039444,224.74265,17.739239,249.00208,14.59463,154.72269,4.1571283,157.6241,0.24009794,166.76407,-7.013088,97.56585,13.649843,76.86334,8.923058,89.99379,1.30169,62.738995,5.952128,64.357346,0.2962065,0.10399902,0.31608945,0.11139584,0.2948223,0.099039525,0.2400488,0.075683974,0.2947869,0.0937893,0.31426442,0.102742836,0.23711222,0.06371483,0.23535702,0.06103913,0.28419036,0.08046394,0.37784427,0.084854655,0.62039816,0.17666747,0.4373699,0.11320748,1172.2763008557504,1705.8583767615453,2345.777482071159,0.045045834945820436,151.99908088235293,blues
-238.53304,4382.781,120.08829,728.52594,-4.2245555,979.5506,42.310043,383.17078,5.9163294,298.87708,13.914182,117.46454,5.3575773,119.66445,1.9037086,143.89613,-16.92988,89.88304,12.339311,76.274216,3.9409604,81.66872,-1.3906769,60.912,0.0147920735,60.609455,0.26288947,0.053892873,0.1662414,0.047859002,0.24380179,0.111763,0.24289559,0.0866274,0.28420228,0.11812915,0.29283315,0.106330894,0.26068223,0.08581183,0.16922717,0.04480389,0.19756256,0.061310206,0.24369335,0.07464381,0.36236724,0.083161406,0.5177623,0.17066571,1420.4114787701458,1730.9171016184662,2930.240614569224,0.0637176797116873,99.38401442307692,blues
-233.79489,4961.9673,120.66705,562.2368,-3.1675608,1208.0558,39.53927,396.44153,3.858855,283.7276,18.839672,156.19809,-3.6889172,100.37776,4.431845,111.57426,-14.975374,101.50374,17.571033,102.174225,1.8447447,108.61663,2.5386066,66.41245,-1.2386856,65.0766,0.23256344,0.080973394,0.1688748,0.04921155,0.14962573,0.039254118,0.27871922,0.075046755,0.40747797,0.12530535,0.24971187,0.066971265,0.27227315,0.084542975,0.35508335,0.096535005,0.52867246,0.122380115,0.5375006,0.1520137,0.26503965,0.05340981,0.25401476,0.08456488,1455.0424713768248,1825.9090251785306,3009.9651324859715,0.061350725014512386,103.359375,blues
-245.75414,5194.793,140.48093,800.78485,-2.771439,795.8157,60.42012,360.8053,18.9254,234.98946,9.837099,99.75718,3.566577,118.61018,0.5361875,93.123634,-16.367361,129.03683,6.6298547,105.27246,7.269149,96.74039,-4.015731,71.34583,1.6074535,72.96798,0.30284932,0.10620672,0.2071584,0.058160063,0.15734114,0.050294936,0.15960145,0.03510273,0.3067427,0.10456619,0.25651148,0.061344583,0.2541382,0.07900243,0.3122528,0.08539259,0.42534295,0.086257406,0.57891184,0.14802213,0.35321257,0.053308517,0.31281096,0.10429049,1088.7781161784512,1410.8359525015333,2134.7537581027477,0.04832397083010836,161.4990234375,blues
-252.51877,2874.9692,104.93699,604.2528,15.316828,661.88116,42.673473,162.58301,6.7626176,92.889244,21.623575,117.17877,-1.3132769,73.517586,5.691933,100.46527,-16.619516,125.3279,12.161626,123.602264,-1.96795,52.15249,1.969765,64.68708,-0.88895845,48.676605,0.2109819,0.05786271,0.16093785,0.05412159,0.1887495,0.07230132,0.20268127,0.070543185,0.21735209,0.079049364,0.28019822,0.10635079,0.32945487,0.12295897,0.25060403,0.07615452,0.33041683,0.09863996,0.37706187,0.13423133,0.2986024,0.07014726,0.39391088,0.16544561,1537.56091926741,2054.224165444145,3495.4621967516446,0.056131935710139316,83.35433467741936,blues
-236.6889,5581.0386,138.40428,536.6804,-4.923575,1167.7819,47.647713,311.42264,5.152376,466.6055,8.895284,91.67126,0.4828563,98.10479,-3.801668,158.8907,-14.974891,77.30144,10.432587,104.572296,-0.35396135,134.39224,0.7883455,80.471214,1.7829303,78.01248,0.19436334,0.08070416,0.19354911,0.065567374,0.15701011,0.05815631,0.25425065,0.08431499,0.34076017,0.1362062,0.1469292,0.044168208,0.13923539,0.047988866,0.24408185,0.08208755,0.43789995,0.09305603,0.5547579,0.17390093,0.25239977,0.051091988,0.17307648,0.055497505,1195.4133983085592,1480.9442638678327,2235.2114839819565,0.05887114817143963,123.046875,blues
-230.42657,2986.131,127.100525,397.4259,7.145355,599.62573,39.784317,175.5543,1.9449425,115.78239,17.40534,100.240906,-5.639429,79.46398,8.25213,69.34811,-18.104385,59.99349,13.842513,72.724945,-3.760913,71.60434,2.5718598,74.565765,-4.3208055,62.636513,0.2498888,0.06038295,0.17251883,0.05202468,0.21738866,0.07795759,0.29259938,0.065928586,0.4965706,0.15694287,0.24946384,0.05239937,0.22612867,0.0632921,0.34282172,0.10243917,0.3883362,0.12071417,0.29949108,0.08866146,0.28352606,0.06844352,0.4148595,0.12784499,1389.9522837601053,1911.3143992689456,3005.7401580338137,0.05256015080785604,135.99917763157896,blues
-264.67847,6345.582,138.85834,1002.2855,11.156023,1284.3698,48.538254,371.27927,14.895924,248.2447,20.584368,130.10916,3.2051423,120.0555,1.2625881,104.491005,-15.847021,95.40044,15.986576,85.191086,3.3616717,79.19172,-1.5137409,71.92619,1.892155,70.07034,0.2332014,0.078898706,0.16180475,0.033389635,0.17967814,0.046820458,0.21733353,0.04310746,0.38632223,0.11126415,0.5575255,0.173097,0.45657688,0.12451073,0.44280407,0.0996511,0.40352052,0.107954554,0.29652038,0.065583654,0.2842472,0.11689268,0.23417078,0.064750746,1046.7275070203577,1480.5791610107556,1831.1222607875386,0.04793735185274768,99.38401442307692,blues
-233.85751,6495.1147,136.17209,959.6316,3.2713182,1162.2152,48.931213,384.2662,8.685134,304.38773,13.97951,165.42633,5.3548675,105.526024,0.39087018,127.749626,-13.504575,151.53041,16.856106,82.79495,5.130938,114.41353,-2.2318802,77.30098,3.9640331,65.94775,0.3897471,0.13319428,0.23288275,0.053131357,0.21152727,0.076460674,0.25629792,0.08512256,0.32878277,0.09884651,0.49499997,0.16513258,0.35562545,0.0957612,0.32009515,0.09256625,0.28151312,0.06787469,0.31772652,0.10158265,0.25046688,0.08053704,0.23763904,0.054839868,1156.202363121508,1497.7588839195867,2170.511875211639,0.05861340218653251,99.38401442307692,blues
-227.26886,4148.3403,137.7307,506.42682,-14.493466,1246.3403,63.555702,210.88124,5.612641,152.67918,11.98464,93.664665,1.885552,102.624985,-1.8633766,87.267296,-7.6205554,97.58157,-2.4471743,97.68808,-2.886725,104.081825,-9.429529,87.9641,-10.923913,115.49561,0.2080751,0.063026756,0.27335852,0.110630095,0.18795398,0.057639983,0.20785007,0.038524203,0.48305637,0.15083839,0.22900419,0.039903507,0.124760345,0.037169706,0.16496514,0.04839908,0.28222013,0.046520464,0.65096676,0.13689026,0.36525834,0.06300006,0.1911824,0.04860846,1210.4571260262846,1498.0546093390135,2522.5430798604393,0.052482675841718264,95.703125,blues
-274.31186,5919.1855,130.41371,500.6537,-6.3927994,1342.4633,70.405014,311.40585,13.269141,230.56917,9.461284,155.49146,7.7256403,121.51681,-1.247491,150.22716,-0.5775883,94.16158,-2.3025885,68.89307,3.783147,76.78567,0.084823325,73.574776,-0.93943614,126.72962,0.30606738,0.08948025,0.23341651,0.07685558,0.23148823,0.0917282,0.17517252,0.06259621,0.20543848,0.080222726,0.23799178,0.09373458,0.11788571,0.026199851,0.08235784,0.023385644,0.12760812,0.033989433,0.2973147,0.06805965,0.60895485,0.13828354,0.53360045,0.13374212,1120.3909802285903,1447.85262505518,2325.127606938129,0.047297899937113,103.359375,blues
-249.2894,3981.3381,130.98703,338.3749,0.6773904,1580.2117,66.68578,298.57278,17.897806,183.4857,4.6237364,173.33118,6.5983076,96.4496,1.24905,98.33234,1.4163896,75.74441,-1.5791419,91.78507,-0.9626631,101.23713,-3.5719957,85.181595,-2.9279811,86.33532,0.24268854,0.05404553,0.20951727,0.057254933,0.26639333,0.09083915,0.18093732,0.05532401,0.23689632,0.0669047,0.30532306,0.09594728,0.13582206,0.023263989,0.112154,0.02268679,0.1764555,0.036316987,0.43691015,0.05270528,0.77591383,0.10834888,0.41275704,0.06397238,1109.721378629315,1463.539070397656,2243.744765715702,0.05172493288022446,92.28515625,blues
-284.69736,6197.203,108.8052,676.2403,9.088283,1446.0851,51.22274,295.75232,18.091757,210.40501,7.612261,181.81789,8.779499,121.39312,2.362829,103.10531,0.0057863407,93.51633,2.250966,106.17423,4.2050996,84.32891,-3.2933176,97.7017,1.6082983,68.534645,0.3756735,0.10322978,0.24711104,0.055036597,0.21831048,0.091701,0.14892972,0.043379653,0.20581445,0.06843647,0.3700151,0.13504024,0.20077403,0.05021853,0.15389934,0.05252705,0.19805415,0.058265876,0.24975121,0.052078802,0.46622962,0.115365185,0.5094303,0.15302297,1198.7544985722175,1573.0851132732248,2478.8266775408765,0.051987591911764705,83.35433467741936,blues
-228.25066,2813.7727,130.3444,689.3132,-23.29129,927.4456,70.1721,396.89307,1.1422709,181.81033,7.6024475,153.58536,0.90993816,100.30612,1.9782512,88.57641,-6.167008,61.917263,-9.396024,85.992905,-2.5628405,107.9189,-4.5228944,59.029335,-0.26295027,67.83878,0.3903359,0.086681865,0.23876807,0.059386935,0.28077316,0.106188014,0.24514459,0.062197044,0.41312164,0.13686869,0.29711848,0.071642175,0.20195581,0.08021089,0.12534323,0.04465116,0.16362871,0.04574427,0.2144192,0.050960056,0.33201396,0.06885844,0.5618315,0.15437235,1391.4439037459135,1494.8508338204401,2811.1413347462753,0.07235897288602941,95.703125,blues
-248.98674,4964.012,139.0672,398.1533,-16.2825,1166.4851,57.117985,328.96716,20.192654,158.3224,10.188038,133.31969,4.543976,126.42127,0.3312791,118.3593,-7.87795,69.86434,-3.4479153,68.50501,-2.646489,79.38818,-2.8313823,66.70068,-0.9021665,95.47379,0.291271,0.08541752,0.22079141,0.06672037,0.25846356,0.10031442,0.17772089,0.05152205,0.21079645,0.0690425,0.30909243,0.11412636,0.16693708,0.044918016,0.10157751,0.030383114,0.16217622,0.05726553,0.3373442,0.08178781,0.5991711,0.14313763,0.47678888,0.11919096,1115.5411952519341,1398.5093836910687,2290.3194840847523,0.04802843217879257,103.359375,blues
-233.75082,3688.173,101.178276,885.6455,17.649767,375.47626,23.733776,219.35909,2.0820332,227.6856,25.941923,135.67426,-16.958849,339.3887,15.098034,113.49167,-22.278715,98.38819,4.3951225,122.584,-23.207403,167.40906,-6.057175,81.73056,-5.068857,80.94341,0.2694162,0.10429927,0.35720202,0.09737451,0.47402066,0.16063093,0.4313817,0.1328125,0.28132445,0.08558323,0.22534508,0.1006541,0.20336455,0.07136954,0.22684228,0.091233,0.2407508,0.08245082,0.31954265,0.1342601,0.1771938,0.04948616,0.16026363,0.051440436,1649.2877536970093,2190.221833503233,3761.610587388738,0.05292636174535604,129.19921875,blues
-206.96808,2024.88,117.792984,763.9999,23.23588,281.31088,28.297827,261.38812,-1.1239153,195.00305,18.862036,161.00206,-21.949682,212.00827,17.849985,137.38489,-25.585644,200.23985,2.1299253,103.03088,-17.794416,72.98914,-8.015903,60.389114,-17.607279,72.86487,0.24510252,0.11103321,0.16382222,0.047853958,0.19979613,0.079019845,0.27149552,0.090574,0.29217273,0.06550877,0.467108,0.15286385,0.375355,0.07398424,0.386389,0.15052034,0.22237642,0.054083366,0.16280453,0.05068436,0.20548445,0.096037716,0.1656464,0.051296566,1378.9657764881297,2003.5852163311847,3015.0567683642125,0.03937580120452786,151.99908088235293,blues
-221.83113,2512.0027,110.83949,586.34436,18.616821,190.01865,30.920137,180.62457,3.295923,221.5046,22.587362,100.64535,-20.416351,318.4843,12.118737,114.580956,-26.350498,108.650635,-4.3674846,102.306984,-26.413198,128.5556,-13.045098,107.557556,-12.654766,146.32324,0.13407156,0.036196068,0.28721797,0.08241478,0.44904152,0.15946177,0.3309781,0.102429084,0.15556236,0.05010839,0.10287249,0.031131255,0.19881536,0.09083581,0.28719687,0.14558338,0.2490995,0.06512087,0.41848803,0.14781645,0.24736334,0.061360423,0.18295357,0.09104807,1331.0365912698594,1973.6486462859361,2900.174129710478,0.04296723829334365,151.99908088235293,blues
-288.8077,5313.419,105.89604,830.0834,18.777039,434.1107,23.710392,341.7813,5.711881,380.5854,25.549088,164.51231,-13.47376,228.24864,12.428972,125.75411,-11.942034,195.75435,1.5714256,132.40996,-15.635912,126.260956,-6.6506157,81.47689,-11.713253,102.09924,0.35371417,0.14806269,0.21901569,0.048695143,0.19678904,0.068406686,0.18292837,0.08077951,0.22371411,0.08049377,0.29618075,0.11819084,0.31177628,0.08659519,0.43531695,0.1617129,0.2774196,0.06750024,0.24801818,0.093280874,0.29640093,0.09871042,0.27394462,0.061076917,1309.6646971460593,1883.062611501245,2765.658276442773,0.03939318583107585,123.046875,blues
-239.03807,3226.964,108.6572,821.0204,34.15189,279.34457,30.23917,301.7252,-0.4757433,236.93358,27.292637,140.60176,-21.379398,286.85977,14.150509,139.08746,-24.510178,117.4913,-1.8840461,179.24117,-28.050291,127.14598,-11.256652,87.69684,-16.47693,90.46302,0.31172606,0.10336658,0.21653482,0.0664737,0.17708136,0.075454555,0.15544468,0.043856725,0.2441822,0.05636415,0.4570797,0.1615618,0.31716093,0.08083898,0.23538397,0.10461484,0.21042238,0.07087598,0.26943257,0.11973588,0.2820013,0.10995136,0.2533914,0.076785564,1430.5981944868504,2075.6524158312614,3246.7553673144835,0.04196988982681889,151.99908088235293,blues
-217.23868,3598.8252,105.792366,534.31055,15.617069,358.48257,25.256382,219.50215,-1.4402744,216.11087,30.18982,117.58458,-17.71522,223.76323,17.318172,126.61124,-27.209528,112.305305,4.339167,177.40924,-20.059492,115.37899,-10.695945,70.951004,-14.220667,105.017136,0.23829414,0.10238555,0.32618284,0.081636325,0.46905524,0.15646575,0.38103145,0.10820962,0.24735825,0.084673226,0.23893572,0.111524,0.19860108,0.07019178,0.21174584,0.088555336,0.23596495,0.08100754,0.314289,0.12611292,0.15840225,0.039701812,0.12556376,0.036388025,1536.7310778930728,2157.0586117243593,3600.91989239672,0.04570040392801858,129.19921875,blues
-171.8102,1941.8174,120.280624,693.75525,15.327537,269.31125,21.09045,146.60182,-5.4192963,175.03789,24.189465,119.29737,-24.138222,145.6258,18.551981,100.665245,-22.348904,139.48067,1.3031775,115.71824,-20.763931,68.09528,-4.988852,81.4443,-17.118925,86.4855,0.19509725,0.07803803,0.17154746,0.04649778,0.25225744,0.10052795,0.2959511,0.09837902,0.33865768,0.09747545,0.378855,0.13336663,0.29348505,0.07146252,0.2932329,0.10635246,0.2847712,0.082457356,0.35736337,0.10425546,0.3982796,0.13595569,0.19950087,0.044751193,1507.1047288496127,2096.7176284693273,3405.4127412683824,0.045430186363196595,129.19921875,blues
-200.19609,2877.1646,116.34013,484.7833,18.00621,198.75629,25.31356,290.8908,0.29173443,179.55032,24.192478,99.99041,-22.255909,307.06653,11.186425,95.085365,-26.848732,97.18064,-7.6384597,110.71487,-24.889929,123.01922,-12.015526,98.815834,-17.017956,77.6758,0.2650594,0.121286124,0.13887763,0.04598426,0.13094987,0.058440246,0.14859901,0.050471272,0.25637898,0.05967448,0.49997875,0.16539586,0.27027428,0.06016245,0.12934479,0.04759517,0.17703049,0.09095635,0.24998271,0.09531621,0.3173719,0.15703689,0.2145049,0.06395652,1247.4080160193946,1907.7056718339709,2621.5758143563758,0.03690378289473684,151.99908088235293,blues
-328.68088,7459.561,102.71113,632.9106,19.895552,703.31244,26.732681,170.31245,7.151481,252.99715,22.704802,248.58789,-6.9743266,208.5367,12.781994,155.0268,-10.725781,158.75774,-0.43366092,83.674484,-12.373165,110.02354,-8.907054,111.033134,-9.2401085,126.25168,0.32037562,0.14332564,0.12673256,0.027022423,0.087964,0.025104867,0.19924003,0.084460236,0.34101805,0.07240835,0.6233107,0.14725618,0.35199022,0.059448663,0.19951086,0.07163633,0.2057763,0.1046101,0.17814235,0.071521655,0.16852282,0.08447492,0.18161833,0.05678179,1188.1011591132929,1682.7073903752769,2339.3941873367357,0.04816032858455882,123.046875,blues
-192.69382,3219.3193,111.18816,760.0547,21.37331,298.1621,26.392143,250.50179,-0.64837533,190.51306,23.48088,170.50955,-25.4708,120.37975,16.924429,142.12851,-16.979984,190.65277,5.79015,97.50861,-25.725245,85.88092,-5.045352,73.278404,-17.632246,81.16733,0.12093214,0.059445214,0.101037785,0.03812358,0.17656429,0.044475447,0.3550184,0.13474527,0.26481816,0.073148414,0.24474372,0.064452276,0.29145765,0.11321256,0.3114587,0.10399246,0.34649327,0.14321718,0.31772664,0.07956736,0.4434206,0.1454982,0.21708651,0.05447791,1513.5200525685516,2140.702823776187,3449.8458059210525,0.044378038530379256,129.19921875,blues
